row_id,order_id ,created_at,quantity ,delivery ,item_id ,cust_id ,add_id ,rota_id,time_of_day,created_date,shift_id
795,ORD_00327,21:38:10,2,1,it023,275,275,r000016,Evening,2023-01-16,sh0002
796,ORD_00327,21:38:10,5,1,it004,275,275,r000016,Evening,2023-01-16,sh0002
797,ORD_00328,18:48:06,3,1,it031,275,275,r000016,Evening,2023-01-16,sh0002
798,ORD_00328,18:48:06,3,1,it021,275,275,r000016,Evening,2023-01-16,sh0002
799,ORD_00329,12:22:18,5,0,it007,275,275,r000016,Morning,2023-01-16,sh0001
800,ORD_00330,13:11:19,2,0,it009,116,116,r000016,Morning,2023-01-16,sh0001
801,ORD_00330,13:11:19,8,0,it035,116,116,r000016,Morning,2023-01-16,sh0001
802,ORD_00331,11:28:27,1,1,it011,116,116,r000016,Morning,2023-01-16,sh0001
803,ORD_00331,11:28:27,1,1,it028,116,116,r000016,Morning,2023-01-16,sh0001
804,ORD_00331,11:28:27,5,1,it016,116,116,r000016,Morning,2023-01-16,sh0001
805,ORD_00332,20:42:45,6,1,it037,116,116,r000016,Evening,2023-01-16,sh0002
806,ORD_00334,13:57:11,6,1,it026,20,20,r000016,Morning,2023-01-16,sh0001
807,ORD_00334,13:57:11,7,1,it031,20,20,r000016,Morning,2023-01-16,sh0001
808,ORD_00335,11:05:14,7,1,it028,20,20,r000016,Morning,2023-01-16,sh0001
809,ORD_00335,11:05:14,6,1,it036,20,20,r000016,Morning,2023-01-16,sh0001
810,ORD_00336,19:09:50,8,0,it033,20,20,r000016,Evening,2023-01-16,sh0002
811,ORD_00336,19:09:50,6,0,it003,20,20,r000016,Evening,2023-01-16,sh0002
812,ORD_00336,19:09:50,5,0,it032,20,20,r000016,Evening,2023-01-16,sh0002
813,ORD_00337,13:34:07,3,1,it004,20,20,r000016,Morning,2023-01-16,sh0001
814,ORD_00338,11:57:26,7,1,it008,5,5,r000016,Morning,2023-01-16,sh0001
815,ORD_00339,13:09:04,2,0,it010,4,4,r000016,Morning,2023-01-16,sh0001
816,ORD_00339,13:09:04,9,0,it036,4,4,r000016,Morning,2023-01-16,sh0001
817,ORD_00339,13:09:04,6,0,it020,4,4,r000016,Morning,2023-01-16,sh0001
818,ORD_00340,10:45:21,5,0,it013,4,4,r000016,Morning,2023-01-16,sh0001
819,ORD_00342,12:30:25,8,1,it023,241,241,r000016,Morning,2023-01-16,sh0001
820,ORD_00342,12:30:25,1,1,it005,241,241,r000016,Morning,2023-01-16,sh0001
821,ORD_00342,12:30:25,9,1,it013,241,241,r000016,Morning,2023-01-16,sh0001
822,ORD_00342,12:30:25,3,1,it015,241,241,r000016,Morning,2023-01-16,sh0001
823,ORD_00343,13:25:47,4,0,it017,241,241,r000016,Morning,2023-01-16,sh0001
824,ORD_00343,13:25:47,9,0,it031,241,241,r000016,Morning,2023-01-16,sh0001
825,ORD_00343,13:25:47,9,0,it032,241,241,r000016,Morning,2023-01-16,sh0001
826,ORD_00344,12:36:13,5,1,it020,241,241,r000016,Morning,2023-01-16,sh0001
827,ORD_00344,12:36:13,1,1,it031,241,241,r000016,Morning,2023-01-16,sh0001
828,ORD_00345,12:36:28,8,1,it016,241,241,r000016,Morning,2023-01-16,sh0001
829,ORD_00345,12:36:28,5,1,it012,241,241,r000016,Morning,2023-01-16,sh0001
830,ORD_00345,12:36:28,1,1,it014,241,241,r000016,Morning,2023-01-16,sh0001
831,ORD_00345,12:36:28,7,1,it035,241,241,r000016,Morning,2023-01-16,sh0001
832,ORD_00346,22:03:37,8,0,it019,241,241,r000016,Evening,2023-01-16,sh0002
833,ORD_00346,22:03:37,3,0,it014,241,241,r000016,Evening,2023-01-16,sh0002
834,ORD_00347,10:50:39,10,1,it025,241,241,r000016,Morning,2023-01-16,sh0001
835,ORD_00348,10:38:06,9,1,it019,237,237,r000016,Morning,2023-01-16,sh0001
836,ORD_00348,10:38:06,4,1,it017,237,237,r000016,Morning,2023-01-16,sh0001
837,ORD_00349,18:48:22,3,0,it028,237,237,r000016,Evening,2023-01-16,sh0002
838,ORD_00349,18:48:22,9,0,it016,237,237,r000016,Evening,2023-01-16,sh0002
839,ORD_00349,18:48:22,6,0,it035,237,237,r000016,Evening,2023-01-16,sh0002
840,ORD_00349,18:48:22,3,0,it005,237,237,r000016,Evening,2023-01-16,sh0002
841,ORD_00350,22:45:33,3,0,it026,237,237,r000016,Evening,2023-01-16,sh0002
842,ORD_00351,13:08:31,9,1,it007,147,147,r000016,Morning,2023-01-16,sh0001
843,ORD_00351,13:08:31,4,1,it034,147,147,r000016,Morning,2023-01-16,sh0001
844,ORD_00352,12:24:25,5,1,it035,147,147,r000016,Morning,2023-01-16,sh0001
845,ORD_00353,20:33:42,5,0,it023,133,133,r000016,Evening,2023-01-16,sh0002
846,ORD_00354,11:31:07,9,1,it015,142,142,r000016,Morning,2023-01-16,sh0001
847,ORD_00354,11:31:07,3,1,it024,142,142,r000016,Morning,2023-01-16,sh0001
848,ORD_00354,11:31:07,3,1,it029,142,142,r000016,Morning,2023-01-16,sh0001
849,ORD_00354,11:31:07,7,1,it007,142,142,r000016,Morning,2023-01-16,sh0001
850,ORD_00354,11:31:07,7,1,it004,142,142,r000016,Morning,2023-01-16,sh0001
851,ORD_00354,11:31:07,8,1,it026,142,142,r000016,Morning,2023-01-16,sh0001
852,ORD_00355,20:19:07,4,1,it018,142,142,r000016,Evening,2023-01-16,sh0002
853,ORD_00356,19:11:56,1,0,it031,71,71,r000016,Evening,2023-01-16,sh0002
854,ORD_00356,19:11:56,9,0,it029,71,71,r000016,Evening,2023-01-16,sh0002
855,ORD_00356,19:11:56,3,0,it007,71,71,r000016,Evening,2023-01-16,sh0002
856,ORD_00356,19:11:56,1,0,it013,71,71,r000016,Evening,2023-01-16,sh0002
857,ORD_00357,19:35:46,1,1,it027,71,71,r000016,Evening,2023-01-16,sh0002
858,ORD_00357,19:35:46,4,1,it028,71,71,r000016,Evening,2023-01-16,sh0002
859,ORD_00357,19:35:46,3,1,it012,71,71,r000016,Evening,2023-01-16,sh0002
860,ORD_00358,12:45:52,1,1,it034,71,71,r000016,Morning,2023-01-16,sh0001
861,ORD_00358,12:45:52,10,1,it017,71,71,r000016,Morning,2023-01-16,sh0001
862,ORD_00359,21:05:27,3,0,it007,71,71,r000016,Evening,2023-01-16,sh0002
863,ORD_00359,21:05:27,6,0,it031,71,71,r000016,Evening,2023-01-16,sh0002
864,ORD_00361,11:20:07,9,1,it024,71,71,r000016,Morning,2023-01-16,sh0001
865,ORD_00361,11:20:07,3,1,it021,71,71,r000016,Morning,2023-01-16,sh0001
866,ORD_00363,12:39:28,9,0,it022,71,71,r000016,Morning,2023-01-16,sh0001
867,ORD_00364,19:00:34,9,1,it007,164,164,r000017,Evening,2023-01-17,sh0004
868,ORD_00364,19:00:34,4,1,it008,164,164,r000017,Evening,2023-01-17,sh0004
869,ORD_00365,13:04:41,7,1,it003,164,164,r000017,Morning,2023-01-17,sh0003
870,ORD_00365,13:04:41,1,1,it021,164,164,r000017,Morning,2023-01-17,sh0003
871,ORD_00366,21:14:08,6,0,it021,164,164,r000017,Evening,2023-01-17,sh0004
872,ORD_00366,21:14:08,4,0,it036,164,164,r000017,Evening,2023-01-17,sh0004
873,ORD_00367,21:46:26,1,1,it003,164,164,r000017,Evening,2023-01-17,sh0004
874,ORD_00367,21:46:26,6,1,it015,164,164,r000017,Evening,2023-01-17,sh0004
875,ORD_00367,21:46:26,6,1,it033,164,164,r000017,Evening,2023-01-17,sh0004
876,ORD_00367,21:46:26,1,1,it009,164,164,r000017,Evening,2023-01-17,sh0004
877,ORD_00368,13:32:11,3,1,it009,164,164,r000017,Morning,2023-01-17,sh0003
878,ORD_00368,13:32:11,8,1,it030,164,164,r000017,Morning,2023-01-17,sh0003
879,ORD_00368,13:32:11,9,1,it006,164,164,r000017,Morning,2023-01-17,sh0003
880,ORD_00368,13:32:11,5,1,it035,164,164,r000017,Morning,2023-01-17,sh0003
881,ORD_00369,21:09:05,3,0,it021,164,164,r000017,Evening,2023-01-17,sh0004
882,ORD_00371,10:43:14,6,1,it023,188,188,r000017,Morning,2023-01-17,sh0003
883,ORD_00372,20:46:57,10,1,it029,82,82,r000017,Evening,2023-01-17,sh0004
884,ORD_00372,20:46:57,3,1,it031,82,82,r000017,Evening,2023-01-17,sh0004
885,ORD_00372,20:46:57,7,1,it037,82,82,r000017,Evening,2023-01-17,sh0004
886,ORD_00372,20:46:57,2,1,it028,82,82,r000017,Evening,2023-01-17,sh0004
887,ORD_00373,13:39:56,2,0,it003,82,82,r000017,Morning,2023-01-17,sh0003
888,ORD_00373,13:39:56,6,0,it011,82,82,r000017,Morning,2023-01-17,sh0003
889,ORD_00374,13:18:54,5,1,it025,82,82,r000017,Morning,2023-01-17,sh0003
890,ORD_00375,21:05:12,5,1,it030,190,190,r000017,Evening,2023-01-17,sh0004
891,ORD_00375,21:05:12,8,1,it001,190,190,r000017,Evening,2023-01-17,sh0004
892,ORD_00375,21:05:12,3,1,it010,190,190,r000017,Evening,2023-01-17,sh0004
893,ORD_00375,21:05:12,1,1,it012,190,190,r000017,Evening,2023-01-17,sh0004
894,ORD_00376,10:43:38,5,0,it026,190,190,r000017,Morning,2023-01-17,sh0003
895,ORD_00376,10:43:38,10,0,it035,190,190,r000017,Morning,2023-01-17,sh0003
896,ORD_00376,10:43:38,6,0,it024,190,190,r000017,Morning,2023-01-17,sh0003
897,ORD_00377,12:43:37,2,1,it017,190,190,r000017,Morning,2023-01-17,sh0003
898,ORD_00377,12:43:37,3,1,it022,190,190,r000017,Morning,2023-01-17,sh0003
899,ORD_00377,12:43:37,2,1,it008,190,190,r000017,Morning,2023-01-17,sh0003
900,ORD_00378,18:45:50,10,1,it002,190,190,r000017,Evening,2023-01-17,sh0004
901,ORD_00378,18:45:50,3,1,it002,190,190,r000017,Evening,2023-01-17,sh0004
902,ORD_00379,11:07:40,1,0,it024,190,190,r000017,Morning,2023-01-17,sh0003
903,ORD_00379,11:07:40,3,0,it015,190,190,r000017,Morning,2023-01-17,sh0003
904,ORD_00379,11:07:40,6,0,it015,190,190,r000017,Morning,2023-01-17,sh0003
905,ORD_00379,11:07:40,7,0,it019,190,190,r000017,Morning,2023-01-17,sh0003
906,ORD_00379,11:07:40,5,0,it035,190,190,r000017,Morning,2023-01-17,sh0003
907,ORD_00379,11:07:40,2,0,it004,190,190,r000017,Morning,2023-01-17,sh0003
908,ORD_00379,11:07:40,2,0,it010,190,190,r000017,Morning,2023-01-17,sh0003
909,ORD_00379,11:07:40,5,0,it007,190,190,r000017,Morning,2023-01-17,sh0003
910,ORD_00380,11:00:25,6,0,it026,190,190,r000017,Morning,2023-01-17,sh0003
911,ORD_00381,20:12:34,9,1,it032,54,54,r000017,Evening,2023-01-17,sh0004
912,ORD_00381,20:12:34,6,1,it010,54,54,r000017,Evening,2023-01-17,sh0004
913,ORD_00382,19:12:20,2,1,it019,54,54,r000017,Evening,2023-01-17,sh0004
914,ORD_00382,19:12:20,4,1,it036,54,54,r000017,Evening,2023-01-17,sh0004
915,ORD_00383,21:57:56,3,0,it021,54,54,r000017,Evening,2023-01-17,sh0004
916,ORD_00384,21:57:14,1,1,it002,185,185,r000017,Evening,2023-01-17,sh0004
917,ORD_00384,21:57:14,7,1,it007,185,185,r000017,Evening,2023-01-17,sh0004
918,ORD_00384,21:57:14,1,1,it034,185,185,r000017,Evening,2023-01-17,sh0004
919,ORD_00384,21:57:14,4,1,it017,185,185,r000017,Evening,2023-01-17,sh0004
920,ORD_00384,21:57:14,6,1,it029,185,185,r000017,Evening,2023-01-17,sh0004
921,ORD_00384,21:57:14,5,1,it029,185,185,r000017,Evening,2023-01-17,sh0004
922,ORD_00385,11:13:50,3,1,it025,185,185,r000017,Morning,2023-01-17,sh0003
923,ORD_00385,11:13:50,7,1,it002,185,185,r000017,Morning,2023-01-17,sh0003
924,ORD_00386,12:35:17,7,0,it029,185,185,r000017,Morning,2023-01-17,sh0003
925,ORD_00388,20:51:00,7,1,it002,64,64,r000017,Evening,2023-01-17,sh0004
926,ORD_00388,20:51:00,5,1,it005,64,64,r000017,Evening,2023-01-17,sh0004
927,ORD_00388,20:51:00,2,1,it019,64,64,r000017,Evening,2023-01-17,sh0004
928,ORD_00388,20:51:00,4,1,it037,64,64,r000017,Evening,2023-01-17,sh0004
929,ORD_00389,11:45:12,3,0,it031,64,64,r000017,Morning,2023-01-17,sh0003
930,ORD_00389,11:45:12,2,0,it015,64,64,r000017,Morning,2023-01-17,sh0003
931,ORD_00389,11:45:12,6,0,it005,64,64,r000017,Morning,2023-01-17,sh0003
932,ORD_00389,11:45:12,5,0,it007,64,64,r000017,Morning,2023-01-17,sh0003
933,ORD_00390,13:05:29,2,0,it022,64,64,r000017,Morning,2023-01-17,sh0003
934,ORD_00390,13:05:29,5,0,it018,64,64,r000017,Morning,2023-01-17,sh0003
935,ORD_00390,13:05:29,2,0,it003,64,64,r000017,Morning,2023-01-17,sh0003
936,ORD_00391,11:46:30,1,1,it020,64,64,r000017,Morning,2023-01-17,sh0003
937,ORD_00391,11:46:30,2,1,it012,64,64,r000017,Morning,2023-01-17,sh0003
938,ORD_00391,11:46:30,5,1,it005,64,64,r000017,Morning,2023-01-17,sh0003
939,ORD_00391,11:46:30,5,1,it013,64,64,r000017,Morning,2023-01-17,sh0003
940,ORD_00391,11:46:30,8,1,it026,64,64,r000017,Morning,2023-01-17,sh0003
941,ORD_00392,11:04:34,4,1,it021,64,64,r000017,Morning,2023-01-17,sh0003
942,ORD_00392,11:04:34,6,1,it015,64,64,r000017,Morning,2023-01-17,sh0003
943,ORD_00393,21:32:00,9,0,it004,64,64,r000017,Evening,2023-01-17,sh0004
944,ORD_00393,21:32:00,9,0,it023,64,64,r000017,Evening,2023-01-17,sh0004
945,ORD_00393,21:32:00,3,0,it013,64,64,r000017,Evening,2023-01-17,sh0004
946,ORD_00393,21:32:00,5,0,it006,64,64,r000017,Evening,2023-01-17,sh0004
947,ORD_00394,18:35:10,3,1,it026,64,64,r000017,Evening,2023-01-17,sh0004
948,ORD_00395,13:20:22,3,1,it004,267,267,r000017,Morning,2023-01-17,sh0003
949,ORD_00395,13:20:22,7,1,it035,267,267,r000017,Morning,2023-01-17,sh0003
950,ORD_00395,13:20:22,5,1,it011,267,267,r000017,Morning,2023-01-17,sh0003
951,ORD_00396,21:33:13,1,0,it014,267,267,r000017,Evening,2023-01-17,sh0004
952,ORD_00396,21:33:13,10,0,it008,267,267,r000017,Evening,2023-01-17,sh0004
953,ORD_00396,21:33:13,4,0,it025,267,267,r000017,Evening,2023-01-17,sh0004
954,ORD_00396,21:33:13,4,0,it019,267,267,r000018,Evening,2023-01-18,sh0006
955,ORD_00396,21:33:13,5,0,it015,267,267,r000018,Evening,2023-01-18,sh0006
956,ORD_00397,22:08:11,4,1,it024,267,267,r000018,Evening,2023-01-18,sh0006
957,ORD_00397,22:08:11,2,1,it013,267,267,r000018,Evening,2023-01-18,sh0006
958,ORD_00397,22:08:11,2,1,it022,267,267,r000018,Evening,2023-01-18,sh0006
959,ORD_00398,21:31:39,5,1,it025,267,267,r000018,Evening,2023-01-18,sh0006
960,ORD_00398,21:31:39,2,1,it009,267,267,r000018,Evening,2023-01-18,sh0006
961,ORD_00398,21:31:39,3,1,it030,267,267,r000018,Evening,2023-01-18,sh0006
962,ORD_00398,21:31:39,10,1,it013,267,267,r000018,Evening,2023-01-18,sh0006
963,ORD_00400,10:47:14,5,0,it021,267,267,r000018,Morning,2023-01-18,sh0005
964,ORD_00400,10:47:14,4,0,it013,267,267,r000018,Morning,2023-01-18,sh0005
965,ORD_00400,10:47:14,2,0,it005,267,267,r000018,Morning,2023-01-18,sh0005
966,ORD_00400,10:47:14,6,0,it015,267,267,r000018,Morning,2023-01-18,sh0005
967,ORD_00401,12:42:49,3,1,it008,267,267,r000018,Morning,2023-01-18,sh0005
968,ORD_00401,12:42:49,6,1,it024,267,267,r000018,Morning,2023-01-18,sh0005
969,ORD_00401,12:42:49,2,1,it025,267,267,r000018,Morning,2023-01-18,sh0005
970,ORD_00401,12:42:49,3,1,it024,267,267,r000018,Morning,2023-01-18,sh0005
971,ORD_00402,22:44:14,4,1,it013,267,267,r000018,Evening,2023-01-18,sh0006
972,ORD_00403,10:59:56,7,0,it021,223,223,r000018,Morning,2023-01-18,sh0005
973,ORD_00403,10:59:56,4,0,it011,223,223,r000018,Morning,2023-01-18,sh0005
974,ORD_00403,10:59:56,1,0,it019,223,223,r000018,Morning,2023-01-18,sh0005
975,ORD_00404,12:06:20,1,1,it036,223,223,r000018,Morning,2023-01-18,sh0005
976,ORD_00404,12:06:20,3,1,it031,223,223,r000018,Morning,2023-01-18,sh0005
977,ORD_00405,20:09:18,8,1,it016,223,223,r000018,Evening,2023-01-18,sh0006
978,ORD_00405,20:09:18,2,1,it032,223,223,r000018,Evening,2023-01-18,sh0006
979,ORD_00406,12:50:17,3,0,it013,223,223,r000018,Morning,2023-01-18,sh0005
980,ORD_00406,12:50:17,10,0,it036,223,223,r000018,Morning,2023-01-18,sh0005
981,ORD_00406,12:50:17,3,0,it015,223,223,r000018,Morning,2023-01-18,sh0005
982,ORD_00407,11:12:50,1,1,it020,223,223,r000018,Morning,2023-01-18,sh0005
983,ORD_00407,11:12:50,1,1,it026,223,223,r000018,Morning,2023-01-18,sh0005
984,ORD_00407,11:12:50,4,1,it011,223,223,r000018,Morning,2023-01-18,sh0005
985,ORD_00407,11:12:50,3,1,it026,223,223,r000018,Morning,2023-01-18,sh0005
986,ORD_00409,12:36:20,7,0,it025,223,223,r000018,Morning,2023-01-18,sh0005
987,ORD_00409,12:36:20,2,0,it007,223,223,r000018,Morning,2023-01-18,sh0005
988,ORD_00409,12:36:20,4,0,it003,223,223,r000018,Morning,2023-01-18,sh0005
989,ORD_00409,12:36:20,3,0,it007,223,223,r000018,Morning,2023-01-18,sh0005
990,ORD_00409,12:36:20,4,0,it017,223,223,r000018,Morning,2023-01-18,sh0005
991,ORD_00409,12:36:20,2,0,it020,223,223,r000018,Morning,2023-01-18,sh0005
992,ORD_00409,12:36:20,2,0,it021,223,223,r000018,Morning,2023-01-18,sh0005
993,ORD_00410,11:05:07,5,0,it016,223,223,r000018,Morning,2023-01-18,sh0005
994,ORD_00411,20:06:09,9,1,it005,82,82,r000018,Evening,2023-01-18,sh0006
995,ORD_00411,20:06:09,2,1,it007,82,82,r000018,Evening,2023-01-18,sh0006
996,ORD_00411,20:06:09,6,1,it016,82,82,r000018,Evening,2023-01-18,sh0006
997,ORD_00411,20:06:09,2,1,it006,82,82,r000018,Evening,2023-01-18,sh0006
998,ORD_00412,22:51:53,4,1,it014,82,82,r000018,Evening,2023-01-18,sh0006
999,ORD_00412,22:51:53,6,1,it017,82,82,r000018,Evening,2023-01-18,sh0006
1000,ORD_00412,22:51:53,6,1,it031,82,82,r000018,Evening,2023-01-18,sh0006
1001,ORD_00412,22:51:53,6,1,it016,82,82,r000018,Evening,2023-01-18,sh0006
1002,ORD_00412,22:51:53,5,1,it033,82,82,r000018,Evening,2023-01-18,sh0006
1003,ORD_00412,22:51:53,6,1,it026,82,82,r000018,Evening,2023-01-18,sh0006
1004,ORD_00412,22:51:53,7,1,it011,82,82,r000018,Evening,2023-01-18,sh0006
1005,ORD_00412,22:51:53,2,1,it014,82,82,r000018,Evening,2023-01-18,sh0006
1006,ORD_00413,22:11:40,6,0,it033,82,82,r000018,Evening,2023-01-18,sh0006
1007,ORD_00413,22:11:40,5,0,it015,82,82,r000018,Evening,2023-01-18,sh0006
1008,ORD_00414,19:47:15,6,1,it013,82,82,r000018,Evening,2023-01-18,sh0006
1009,ORD_00415,10:33:26,6,1,it028,70,70,r000018,Morning,2023-01-18,sh0005
1010,ORD_00415,10:33:26,2,1,it030,70,70,r000018,Morning,2023-01-18,sh0005
1011,ORD_00416,11:48:16,1,0,it001,70,70,r000018,Morning,2023-01-18,sh0005
1012,ORD_00416,11:48:16,3,0,it031,70,70,r000018,Morning,2023-01-18,sh0005
1013,ORD_00417,13:11:26,9,1,it030,70,70,r000018,Morning,2023-01-18,sh0005
1014,ORD_00418,18:56:47,10,1,it002,35,35,r000018,Evening,2023-01-18,sh0006
1015,ORD_00418,18:56:47,5,1,it005,35,35,r000018,Evening,2023-01-18,sh0006
1016,ORD_00418,18:56:47,2,1,it007,35,35,r000018,Evening,2023-01-18,sh0006
1017,ORD_00420,11:49:19,1,0,it004,35,35,r000018,Morning,2023-01-18,sh0005
1018,ORD_00420,11:49:19,9,0,it037,35,35,r000018,Morning,2023-01-18,sh0005
1019,ORD_00420,11:49:19,1,0,it028,35,35,r000018,Morning,2023-01-18,sh0005
1020,ORD_00420,11:49:19,1,0,it013,35,35,r000018,Morning,2023-01-18,sh0005
1021,ORD_00420,11:49:19,5,0,it009,35,35,r000018,Morning,2023-01-18,sh0005
1022,ORD_00421,11:40:38,2,1,it002,35,35,r000018,Morning,2023-01-18,sh0005
1023,ORD_00421,11:40:38,9,1,it023,35,35,r000018,Morning,2023-01-18,sh0005
1024,ORD_00422,11:58:19,5,1,it006,35,35,r000018,Morning,2023-01-18,sh0005
1025,ORD_00423,20:38:21,10,0,it027,155,155,r000018,Evening,2023-01-18,sh0006
1026,ORD_00423,20:38:21,9,0,it003,155,155,r000018,Evening,2023-01-18,sh0006
1027,ORD_00423,20:38:21,10,0,it003,155,155,r000018,Evening,2023-01-18,sh0006
1028,ORD_00423,20:38:21,5,0,it010,155,155,r000018,Evening,2023-01-18,sh0006
1029,ORD_00423,20:38:21,1,0,it018,155,155,r000018,Evening,2023-01-18,sh0006
1030,ORD_00423,20:38:21,5,0,it011,155,155,r000018,Evening,2023-01-18,sh0006
1031,ORD_00424,21:11:47,2,1,it021,155,155,r000018,Evening,2023-01-18,sh0006
1032,ORD_00424,21:11:47,7,1,it029,155,155,r000018,Evening,2023-01-18,sh0006
1033,ORD_00424,21:11:47,3,1,it002,155,155,r000018,Evening,2023-01-18,sh0006
1034,ORD_00425,19:49:28,5,1,it033,155,155,r000018,Evening,2023-01-18,sh0006
1035,ORD_00425,19:49:28,2,1,it015,155,155,r000018,Evening,2023-01-18,sh0006
1036,ORD_00426,20:48:30,9,0,it026,155,155,r000018,Evening,2023-01-18,sh0006
1037,ORD_00426,20:48:30,4,0,it010,155,155,r000018,Evening,2023-01-18,sh0006
1038,ORD_00427,13:48:31,8,1,it004,155,155,r000019,Morning,2023-01-19,sh0007
1039,ORD_00428,10:44:31,9,1,it024,7,7,r000019,Morning,2023-01-19,sh0007
1040,ORD_00428,10:44:31,2,1,it022,7,7,r000019,Morning,2023-01-19,sh0007
1041,ORD_00428,10:44:31,1,1,it010,7,7,r000019,Morning,2023-01-19,sh0007
1042,ORD_00429,12:19:35,10,0,it020,7,7,r000019,Morning,2023-01-19,sh0007
1043,ORD_00429,12:19:35,7,0,it008,7,7,r000019,Morning,2023-01-19,sh0007
1044,ORD_00429,12:19:35,2,0,it019,7,7,r000019,Morning,2023-01-19,sh0007
1045,ORD_00429,12:19:35,6,0,it001,7,7,r000019,Morning,2023-01-19,sh0007
1046,ORD_00429,12:19:35,3,0,it021,7,7,r000019,Morning,2023-01-19,sh0007
1047,ORD_00429,12:19:35,7,0,it027,7,7,r000019,Morning,2023-01-19,sh0007
1048,ORD_00430,10:50:51,10,0,it009,7,7,r000019,Morning,2023-01-19,sh0007
1049,ORD_00430,10:50:51,9,0,it027,7,7,r000019,Morning,2023-01-19,sh0007
1050,ORD_00431,12:18:22,3,1,it013,7,7,r000019,Morning,2023-01-19,sh0007
1051,ORD_00432,13:48:32,2,1,it007,62,62,r000019,Morning,2023-01-19,sh0007
1052,ORD_00432,13:48:32,6,1,it020,62,62,r000019,Morning,2023-01-19,sh0007
1053,ORD_00434,12:34:01,7,1,it030,62,62,r000019,Morning,2023-01-19,sh0007
1054,ORD_00434,12:34:01,4,1,it025,62,62,r000019,Morning,2023-01-19,sh0007
1055,ORD_00434,12:34:01,7,1,it035,62,62,r000019,Morning,2023-01-19,sh0007
1056,ORD_00435,20:17:24,4,1,it012,62,62,r000019,Evening,2023-01-19,sh0008
1057,ORD_00435,20:17:24,8,1,it030,62,62,r000019,Evening,2023-01-19,sh0008
1058,ORD_00435,20:17:24,8,1,it003,62,62,r000019,Evening,2023-01-19,sh0008
1059,ORD_00435,20:17:24,5,1,it004,62,62,r000019,Evening,2023-01-19,sh0008
1060,ORD_00436,18:40:15,3,0,it017,62,62,r000019,Evening,2023-01-19,sh0008
1061,ORD_00436,18:40:15,6,0,it032,62,62,r000019,Evening,2023-01-19,sh0008
1062,ORD_00437,19:22:10,6,1,it019,62,62,r000019,Evening,2023-01-19,sh0008
1063,ORD_00438,13:08:43,9,1,it010,94,94,r000019,Morning,2023-01-19,sh0007
1064,ORD_00438,13:08:43,6,1,it015,94,94,r000019,Morning,2023-01-19,sh0007
1065,ORD_00438,13:08:43,5,1,it003,94,94,r000019,Morning,2023-01-19,sh0007
1066,ORD_00438,13:08:43,5,1,it015,94,94,r000019,Morning,2023-01-19,sh0007
1067,ORD_00439,13:03:33,6,0,it017,94,94,r000019,Morning,2023-01-19,sh0007
1068,ORD_00440,19:19:05,5,0,it005,87,87,r000019,Evening,2023-01-19,sh0008
1069,ORD_00440,19:19:05,8,0,it004,87,87,r000019,Evening,2023-01-19,sh0008
1070,ORD_00440,19:19:05,6,0,it016,87,87,r000019,Evening,2023-01-19,sh0008
1071,ORD_00441,13:15:14,9,1,it007,87,87,r000019,Morning,2023-01-19,sh0007
1072,ORD_00441,13:15:14,3,1,it019,87,87,r000019,Morning,2023-01-19,sh0007
1073,ORD_00443,19:54:55,8,0,it024,87,87,r000019,Evening,2023-01-19,sh0008
1074,ORD_00444,13:33:42,9,1,it037,263,263,r000019,Morning,2023-01-19,sh0007
1075,ORD_00446,10:48:03,3,0,it034,111,111,r000019,Morning,2023-01-19,sh0007
1076,ORD_00446,10:48:03,6,0,it010,111,111,r000019,Morning,2023-01-19,sh0007
1077,ORD_00447,10:36:46,5,1,it037,111,111,r000019,Morning,2023-01-19,sh0007
1078,ORD_00447,10:36:46,7,1,it013,111,111,r000019,Morning,2023-01-19,sh0007
1079,ORD_00447,10:36:46,5,1,it003,111,111,r000019,Morning,2023-01-19,sh0007
1080,ORD_00448,13:44:28,3,1,it019,111,111,r000019,Morning,2023-01-19,sh0007
1081,ORD_00448,13:44:28,6,1,it009,111,111,r000019,Morning,2023-01-19,sh0007
1082,ORD_00448,13:44:28,1,1,it032,111,111,r000019,Morning,2023-01-19,sh0007
1083,ORD_00448,13:44:28,3,1,it016,111,111,r000019,Morning,2023-01-19,sh0007
1084,ORD_00450,13:10:27,3,0,it007,111,111,r000019,Morning,2023-01-19,sh0007
1085,ORD_00450,13:10:27,4,0,it027,111,111,r000019,Morning,2023-01-19,sh0007
1086,ORD_00452,13:51:47,8,1,it033,111,111,r000019,Morning,2023-01-19,sh0007
1087,ORD_00452,13:51:47,6,1,it037,111,111,r000019,Morning,2023-01-19,sh0007
1088,ORD_00452,13:51:47,7,1,it023,111,111,r000019,Morning,2023-01-19,sh0007
1089,ORD_00452,13:51:47,6,1,it026,111,111,r000019,Morning,2023-01-19,sh0007
1090,ORD_00454,21:06:55,1,1,it009,111,111,r000019,Evening,2023-01-19,sh0008
1091,ORD_00455,11:05:08,9,1,it009,89,89,r000019,Morning,2023-01-19,sh0007
1092,ORD_00455,11:05:08,6,1,it019,89,89,r000019,Morning,2023-01-19,sh0007
1093,ORD_00455,11:05:08,5,1,it021,89,89,r000019,Morning,2023-01-19,sh0007
1094,ORD_00457,12:37:17,4,1,it005,89,89,r000019,Morning,2023-01-19,sh0007
