row_id,order_id ,cust_id ,created_at,item_id ,quantity ,delivery ,add_id ,rota_id,time_of_day,created_date
747,ORD_00308,20,12:19:17,it029,6,1,20,r000015,Morning,2023-01-15
748,ORD_00308,20,12:19:17,it003,3,1,20,r000015,Morning,2023-01-15
749,ORD_00308,20,12:19:17,it025,1,1,20,r000015,Morning,2023-01-15
750,ORD_00308,20,12:19:17,it031,1,1,20,r000015,Morning,2023-01-15
751,ORD_00309,20,12:24:25,it021,4,0,20,r000015,Morning,2023-01-15
752,ORD_00309,20,12:24:25,it007,3,0,20,r000015,Morning,2023-01-15
753,ORD_00310,20,19:41:12,it010,9,0,20,r000015,Evening,2023-01-15
754,ORD_00310,20,19:41:12,it035,2,0,20,r000015,Evening,2023-01-15
755,ORD_00311,20,11:49:42,it028,6,1,20,r000015,Morning,2023-01-15
756,ORD_00311,20,11:49:42,it021,1,1,20,r000015,Morning,2023-01-15
757,ORD_00313,20,21:33:06,it031,5,0,20,r000015,Evening,2023-01-15
758,ORD_00313,20,21:33:06,it016,4,0,20,r000015,Evening,2023-01-15
759,ORD_00314,20,18:49:49,it035,3,1,20,r000015,Evening,2023-01-15
760,ORD_00314,20,18:49:49,it008,2,1,20,r000015,Evening,2023-01-15
761,ORD_00314,20,18:49:49,it033,7,1,20,r000015,Evening,2023-01-15
762,ORD_00315,20,19:59:36,it023,2,1,20,r000015,Evening,2023-01-15
763,ORD_00316,103,12:03:36,it035,7,0,103,r000015,Morning,2023-01-15
764,ORD_00317,194,20:09:17,it031,10,1,194,r000015,Evening,2023-01-15
765,ORD_00317,194,20:09:17,it028,3,1,194,r000015,Evening,2023-01-15
766,ORD_00317,194,20:09:17,it028,5,1,194,r000015,Evening,2023-01-15
767,ORD_00318,194,22:30:24,it031,2,1,194,r000015,Evening,2023-01-15
768,ORD_00318,194,22:30:24,it014,5,1,194,r000015,Evening,2023-01-15
769,ORD_00318,194,22:30:24,it027,6,1,194,r000015,Evening,2023-01-15
770,ORD_00318,194,22:30:24,it024,8,1,194,r000015,Evening,2023-01-15
771,ORD_00319,194,19:36:10,it031,5,0,194,r000015,Evening,2023-01-15
772,ORD_00319,194,19:36:10,it006,1,0,194,r000015,Evening,2023-01-15
773,ORD_00320,194,19:17:43,it022,9,0,194,r000015,Evening,2023-01-15
774,ORD_00320,194,19:17:43,it014,2,0,194,r000015,Evening,2023-01-15
775,ORD_00320,194,19:17:43,it036,1,0,194,r000015,Evening,2023-01-15
776,ORD_00321,194,12:36:02,it030,5,1,194,r000015,Morning,2023-01-15
777,ORD_00322,105,13:08:06,it010,4,1,105,r000015,Morning,2023-01-15
778,ORD_00322,105,13:08:06,it014,4,1,105,r000015,Morning,2023-01-15
779,ORD_00322,105,13:08:06,it002,1,1,105,r000015,Morning,2023-01-15
780,ORD_00322,105,13:08:06,it037,6,1,105,r000015,Morning,2023-01-15
781,ORD_00322,105,13:08:06,it003,6,1,105,r000015,Morning,2023-01-15
782,ORD_00322,105,13:08:06,it021,9,1,105,r000015,Morning,2023-01-15
783,ORD_00323,105,21:50:52,it018,6,0,105,r000015,Evening,2023-01-15
784,ORD_00324,275,12:34:04,it031,2,1,275,r000015,Morning,2023-01-15
785,ORD_00324,275,12:34:04,it001,2,1,275,r000015,Morning,2023-01-15
786,ORD_00325,275,10:41:37,it023,1,1,275,r000015,Morning,2023-01-15
787,ORD_00325,275,10:41:37,it031,5,1,275,r000015,Morning,2023-01-15
788,ORD_00325,275,10:41:37,it014,7,1,275,r000015,Morning,2023-01-15
789,ORD_00325,275,10:41:37,it030,5,1,275,r000016,Morning,2023-01-16
790,ORD_00325,275,10:41:37,it004,7,1,275,r000016,Morning,2023-01-16
791,ORD_00326,275,18:33:17,it016,4,0,275,r000016,Evening,2023-01-16
792,ORD_00326,275,18:33:17,it004,4,0,275,r000016,Evening,2023-01-16
793,ORD_00326,275,18:33:17,it035,4,0,275,r000016,Evening,2023-01-16
794,ORD_00327,275,21:38:10,it035,2,1,275,r000016,Evening,2023-01-16
795,ORD_00327,275,21:38:10,it023,2,1,275,r000016,Evening,2023-01-16
796,ORD_00327,275,21:38:10,it004,5,1,275,r000016,Evening,2023-01-16
797,ORD_00328,275,18:48:06,it031,3,1,275,r000016,Evening,2023-01-16
798,ORD_00328,275,18:48:06,it021,3,1,275,r000016,Evening,2023-01-16
799,ORD_00329,275,12:22:18,it007,5,0,275,r000016,Morning,2023-01-16
800,ORD_00330,116,13:11:19,it009,2,0,116,r000016,Morning,2023-01-16
801,ORD_00330,116,13:11:19,it035,8,0,116,r000016,Morning,2023-01-16
802,ORD_00331,116,11:28:27,it011,1,1,116,r000016,Morning,2023-01-16
803,ORD_00331,116,11:28:27,it028,1,1,116,r000016,Morning,2023-01-16
804,ORD_00331,116,11:28:27,it016,5,1,116,r000016,Morning,2023-01-16
805,ORD_00332,116,20:42:45,it037,6,1,116,r000016,Evening,2023-01-16
806,ORD_00334,20,13:57:11,it026,6,1,20,r000016,Morning,2023-01-16
807,ORD_00334,20,13:57:11,it031,7,1,20,r000016,Morning,2023-01-16
808,ORD_00335,20,11:05:14,it028,7,1,20,r000016,Morning,2023-01-16
809,ORD_00335,20,11:05:14,it036,6,1,20,r000016,Morning,2023-01-16
810,ORD_00336,20,19:09:50,it033,8,0,20,r000016,Evening,2023-01-16
811,ORD_00336,20,19:09:50,it003,6,0,20,r000016,Evening,2023-01-16
812,ORD_00336,20,19:09:50,it032,5,0,20,r000016,Evening,2023-01-16
813,ORD_00337,20,13:34:07,it004,3,1,20,r000016,Morning,2023-01-16
814,ORD_00338,5,11:57:26,it008,7,1,5,r000016,Morning,2023-01-16
815,ORD_00339,4,13:09:04,it010,2,0,4,r000016,Morning,2023-01-16
816,ORD_00339,4,13:09:04,it036,9,0,4,r000016,Morning,2023-01-16
817,ORD_00339,4,13:09:04,it020,6,0,4,r000016,Morning,2023-01-16
818,ORD_00340,4,10:45:21,it013,5,0,4,r000016,Morning,2023-01-16
819,ORD_00342,241,12:30:25,it023,8,1,241,r000016,Morning,2023-01-16
820,ORD_00342,241,12:30:25,it005,1,1,241,r000016,Morning,2023-01-16
821,ORD_00342,241,12:30:25,it013,9,1,241,r000016,Morning,2023-01-16
822,ORD_00342,241,12:30:25,it015,3,1,241,r000016,Morning,2023-01-16
823,ORD_00343,241,13:25:47,it017,4,0,241,r000016,Morning,2023-01-16
824,ORD_00343,241,13:25:47,it031,9,0,241,r000016,Morning,2023-01-16
825,ORD_00343,241,13:25:47,it032,9,0,241,r000016,Morning,2023-01-16
826,ORD_00344,241,12:36:13,it020,5,1,241,r000016,Morning,2023-01-16
827,ORD_00344,241,12:36:13,it031,1,1,241,r000016,Morning,2023-01-16
828,ORD_00345,241,12:36:28,it016,8,1,241,r000016,Morning,2023-01-16
829,ORD_00345,241,12:36:28,it012,5,1,241,r000016,Morning,2023-01-16
830,ORD_00345,241,12:36:28,it014,1,1,241,r000016,Morning,2023-01-16
831,ORD_00345,241,12:36:28,it035,7,1,241,r000016,Morning,2023-01-16
832,ORD_00346,241,22:03:37,it019,8,0,241,r000016,Evening,2023-01-16
833,ORD_00346,241,22:03:37,it014,3,0,241,r000016,Evening,2023-01-16
834,ORD_00347,241,10:50:39,it025,10,1,241,r000016,Morning,2023-01-16
835,ORD_00348,237,10:38:06,it019,9,1,237,r000016,Morning,2023-01-16
836,ORD_00348,237,10:38:06,it017,4,1,237,r000016,Morning,2023-01-16
837,ORD_00349,237,18:48:22,it028,3,0,237,r000016,Evening,2023-01-16
838,ORD_00349,237,18:48:22,it016,9,0,237,r000016,Evening,2023-01-16
839,ORD_00349,237,18:48:22,it035,6,0,237,r000016,Evening,2023-01-16
840,ORD_00349,237,18:48:22,it005,3,0,237,r000016,Evening,2023-01-16
841,ORD_00350,237,22:45:33,it026,3,0,237,r000016,Evening,2023-01-16
842,ORD_00351,147,13:08:31,it007,9,1,147,r000016,Morning,2023-01-16
843,ORD_00351,147,13:08:31,it034,4,1,147,r000016,Morning,2023-01-16
844,ORD_00352,147,12:24:25,it035,5,1,147,r000016,Morning,2023-01-16
845,ORD_00353,133,20:33:42,it023,5,0,133,r000016,Evening,2023-01-16
846,ORD_00354,142,11:31:07,it015,9,1,142,r000016,Morning,2023-01-16
847,ORD_00354,142,11:31:07,it024,3,1,142,r000016,Morning,2023-01-16
848,ORD_00354,142,11:31:07,it029,3,1,142,r000016,Morning,2023-01-16
849,ORD_00354,142,11:31:07,it007,7,1,142,r000016,Morning,2023-01-16
850,ORD_00354,142,11:31:07,it004,7,1,142,r000016,Morning,2023-01-16
851,ORD_00354,142,11:31:07,it026,8,1,142,r000016,Morning,2023-01-16
852,ORD_00355,142,20:19:07,it018,4,1,142,r000016,Evening,2023-01-16
853,ORD_00356,71,19:11:56,it031,1,0,71,r000016,Evening,2023-01-16
854,ORD_00356,71,19:11:56,it029,9,0,71,r000016,Evening,2023-01-16
855,ORD_00356,71,19:11:56,it007,3,0,71,r000016,Evening,2023-01-16
856,ORD_00356,71,19:11:56,it013,1,0,71,r000016,Evening,2023-01-16
857,ORD_00357,71,19:35:46,it027,1,1,71,r000016,Evening,2023-01-16
858,ORD_00357,71,19:35:46,it028,4,1,71,r000016,Evening,2023-01-16
859,ORD_00357,71,19:35:46,it012,3,1,71,r000016,Evening,2023-01-16
860,ORD_00358,71,12:45:52,it034,1,1,71,r000016,Morning,2023-01-16
861,ORD_00358,71,12:45:52,it017,10,1,71,r000016,Morning,2023-01-16
862,ORD_00359,71,21:05:27,it007,3,0,71,r000016,Evening,2023-01-16
863,ORD_00359,71,21:05:27,it031,6,0,71,r000016,Evening,2023-01-16
864,ORD_00361,71,11:20:07,it024,9,1,71,r000016,Morning,2023-01-16
865,ORD_00361,71,11:20:07,it021,3,1,71,r000016,Morning,2023-01-16
866,ORD_00363,71,12:39:28,it022,9,0,71,r000016,Morning,2023-01-16
867,ORD_00364,164,19:00:34,it007,9,1,164,r000017,Evening,2023-01-17
868,ORD_00364,164,19:00:34,it008,4,1,164,r000017,Evening,2023-01-17
869,ORD_00365,164,13:04:41,it003,7,1,164,r000017,Morning,2023-01-17
870,ORD_00365,164,13:04:41,it021,1,1,164,r000017,Morning,2023-01-17
871,ORD_00366,164,21:14:08,it021,6,0,164,r000017,Evening,2023-01-17
872,ORD_00366,164,21:14:08,it036,4,0,164,r000017,Evening,2023-01-17
873,ORD_00367,164,21:46:26,it003,1,1,164,r000017,Evening,2023-01-17
874,ORD_00367,164,21:46:26,it015,6,1,164,r000017,Evening,2023-01-17
875,ORD_00367,164,21:46:26,it033,6,1,164,r000017,Evening,2023-01-17
876,ORD_00367,164,21:46:26,it009,1,1,164,r000017,Evening,2023-01-17
877,ORD_00368,164,13:32:11,it009,3,1,164,r000017,Morning,2023-01-17
878,ORD_00368,164,13:32:11,it030,8,1,164,r000017,Morning,2023-01-17
879,ORD_00368,164,13:32:11,it006,9,1,164,r000017,Morning,2023-01-17
880,ORD_00368,164,13:32:11,it035,5,1,164,r000017,Morning,2023-01-17
881,ORD_00369,164,21:09:05,it021,3,0,164,r000017,Evening,2023-01-17
882,ORD_00371,188,10:43:14,it023,6,1,188,r000017,Morning,2023-01-17
883,ORD_00372,82,20:46:57,it029,10,1,82,r000017,Evening,2023-01-17
884,ORD_00372,82,20:46:57,it031,3,1,82,r000017,Evening,2023-01-17
885,ORD_00372,82,20:46:57,it037,7,1,82,r000017,Evening,2023-01-17
886,ORD_00372,82,20:46:57,it028,2,1,82,r000017,Evening,2023-01-17
887,ORD_00373,82,13:39:56,it003,2,0,82,r000017,Morning,2023-01-17
888,ORD_00373,82,13:39:56,it011,6,0,82,r000017,Morning,2023-01-17
889,ORD_00374,82,13:18:54,it025,5,1,82,r000017,Morning,2023-01-17
890,ORD_00375,190,21:05:12,it030,5,1,190,r000017,Evening,2023-01-17
891,ORD_00375,190,21:05:12,it001,8,1,190,r000017,Evening,2023-01-17
892,ORD_00375,190,21:05:12,it010,3,1,190,r000017,Evening,2023-01-17
893,ORD_00375,190,21:05:12,it012,1,1,190,r000017,Evening,2023-01-17
894,ORD_00376,190,10:43:38,it026,5,0,190,r000017,Morning,2023-01-17
895,ORD_00376,190,10:43:38,it035,10,0,190,r000017,Morning,2023-01-17
896,ORD_00376,190,10:43:38,it024,6,0,190,r000017,Morning,2023-01-17
897,ORD_00377,190,12:43:37,it017,2,1,190,r000017,Morning,2023-01-17
898,ORD_00377,190,12:43:37,it022,3,1,190,r000017,Morning,2023-01-17
899,ORD_00377,190,12:43:37,it008,2,1,190,r000017,Morning,2023-01-17
900,ORD_00378,190,18:45:50,it002,10,1,190,r000017,Evening,2023-01-17
901,ORD_00378,190,18:45:50,it002,3,1,190,r000017,Evening,2023-01-17
902,ORD_00379,190,11:07:40,it024,1,0,190,r000017,Morning,2023-01-17
903,ORD_00379,190,11:07:40,it015,3,0,190,r000017,Morning,2023-01-17
904,ORD_00379,190,11:07:40,it015,6,0,190,r000017,Morning,2023-01-17
905,ORD_00379,190,11:07:40,it019,7,0,190,r000017,Morning,2023-01-17
906,ORD_00379,190,11:07:40,it035,5,0,190,r000017,Morning,2023-01-17
907,ORD_00379,190,11:07:40,it004,2,0,190,r000017,Morning,2023-01-17
908,ORD_00379,190,11:07:40,it010,2,0,190,r000017,Morning,2023-01-17
909,ORD_00379,190,11:07:40,it007,5,0,190,r000017,Morning,2023-01-17
910,ORD_00380,190,11:00:25,it026,6,0,190,r000017,Morning,2023-01-17
911,ORD_00381,54,20:12:34,it032,9,1,54,r000017,Evening,2023-01-17
912,ORD_00381,54,20:12:34,it010,6,1,54,r000017,Evening,2023-01-17
913,ORD_00382,54,19:12:20,it019,2,1,54,r000017,Evening,2023-01-17
914,ORD_00382,54,19:12:20,it036,4,1,54,r000017,Evening,2023-01-17
915,ORD_00383,54,21:57:56,it021,3,0,54,r000017,Evening,2023-01-17
916,ORD_00384,185,21:57:14,it002,1,1,185,r000017,Evening,2023-01-17
917,ORD_00384,185,21:57:14,it007,7,1,185,r000017,Evening,2023-01-17
918,ORD_00384,185,21:57:14,it034,1,1,185,r000017,Evening,2023-01-17
919,ORD_00384,185,21:57:14,it017,4,1,185,r000017,Evening,2023-01-17
920,ORD_00384,185,21:57:14,it029,6,1,185,r000017,Evening,2023-01-17
921,ORD_00384,185,21:57:14,it029,5,1,185,r000017,Evening,2023-01-17
922,ORD_00385,185,11:13:50,it025,3,1,185,r000017,Morning,2023-01-17
923,ORD_00385,185,11:13:50,it002,7,1,185,r000017,Morning,2023-01-17
924,ORD_00386,185,12:35:17,it029,7,0,185,r000017,Morning,2023-01-17
925,ORD_00388,64,20:51:00,it002,7,1,64,r000017,Evening,2023-01-17
926,ORD_00388,64,20:51:00,it005,5,1,64,r000017,Evening,2023-01-17
927,ORD_00388,64,20:51:00,it019,2,1,64,r000017,Evening,2023-01-17
928,ORD_00388,64,20:51:00,it037,4,1,64,r000017,Evening,2023-01-17
929,ORD_00389,64,11:45:12,it031,3,0,64,r000017,Morning,2023-01-17
930,ORD_00389,64,11:45:12,it015,2,0,64,r000017,Morning,2023-01-17
931,ORD_00389,64,11:45:12,it005,6,0,64,r000017,Morning,2023-01-17
932,ORD_00389,64,11:45:12,it007,5,0,64,r000017,Morning,2023-01-17
933,ORD_00390,64,13:05:29,it022,2,0,64,r000017,Morning,2023-01-17
934,ORD_00390,64,13:05:29,it018,5,0,64,r000017,Morning,2023-01-17
935,ORD_00390,64,13:05:29,it003,2,0,64,r000017,Morning,2023-01-17
936,ORD_00391,64,11:46:30,it020,1,1,64,r000017,Morning,2023-01-17
937,ORD_00391,64,11:46:30,it012,2,1,64,r000017,Morning,2023-01-17
938,ORD_00391,64,11:46:30,it005,5,1,64,r000017,Morning,2023-01-17
939,ORD_00391,64,11:46:30,it013,5,1,64,r000017,Morning,2023-01-17
940,ORD_00391,64,11:46:30,it026,8,1,64,r000017,Morning,2023-01-17
941,ORD_00392,64,11:04:34,it021,4,1,64,r000017,Morning,2023-01-17
942,ORD_00392,64,11:04:34,it015,6,1,64,r000017,Morning,2023-01-17
943,ORD_00393,64,21:32:00,it004,9,0,64,r000017,Evening,2023-01-17
944,ORD_00393,64,21:32:00,it023,9,0,64,r000017,Evening,2023-01-17
945,ORD_00393,64,21:32:00,it013,3,0,64,r000017,Evening,2023-01-17
946,ORD_00393,64,21:32:00,it006,5,0,64,r000017,Evening,2023-01-17
947,ORD_00394,64,18:35:10,it026,3,1,64,r000017,Evening,2023-01-17
948,ORD_00395,267,13:20:22,it004,3,1,267,r000017,Morning,2023-01-17
949,ORD_00395,267,13:20:22,it035,7,1,267,r000017,Morning,2023-01-17
950,ORD_00395,267,13:20:22,it011,5,1,267,r000017,Morning,2023-01-17
951,ORD_00396,267,21:33:13,it014,1,0,267,r000017,Evening,2023-01-17
952,ORD_00396,267,21:33:13,it008,10,0,267,r000017,Evening,2023-01-17
953,ORD_00396,267,21:33:13,it025,4,0,267,r000017,Evening,2023-01-17
954,ORD_00396,267,21:33:13,it019,4,0,267,r000018,Evening,2023-01-18
955,ORD_00396,267,21:33:13,it015,5,0,267,r000018,Evening,2023-01-18
956,ORD_00397,267,22:08:11,it024,4,1,267,r000018,Evening,2023-01-18
957,ORD_00397,267,22:08:11,it013,2,1,267,r000018,Evening,2023-01-18
958,ORD_00397,267,22:08:11,it022,2,1,267,r000018,Evening,2023-01-18
959,ORD_00398,267,21:31:39,it025,5,1,267,r000018,Evening,2023-01-18
960,ORD_00398,267,21:31:39,it009,2,1,267,r000018,Evening,2023-01-18
961,ORD_00398,267,21:31:39,it030,3,1,267,r000018,Evening,2023-01-18
962,ORD_00398,267,21:31:39,it013,10,1,267,r000018,Evening,2023-01-18
963,ORD_00400,267,10:47:14,it021,5,0,267,r000018,Morning,2023-01-18
964,ORD_00400,267,10:47:14,it013,4,0,267,r000018,Morning,2023-01-18
965,ORD_00400,267,10:47:14,it005,2,0,267,r000018,Morning,2023-01-18
966,ORD_00400,267,10:47:14,it015,6,0,267,r000018,Morning,2023-01-18
967,ORD_00401,267,12:42:49,it008,3,1,267,r000018,Morning,2023-01-18
968,ORD_00401,267,12:42:49,it024,6,1,267,r000018,Morning,2023-01-18
969,ORD_00401,267,12:42:49,it025,2,1,267,r000018,Morning,2023-01-18
970,ORD_00401,267,12:42:49,it024,3,1,267,r000018,Morning,2023-01-18
971,ORD_00402,267,22:44:14,it013,4,1,267,r000018,Evening,2023-01-18
972,ORD_00403,223,10:59:56,it021,7,0,223,r000018,Morning,2023-01-18
973,ORD_00403,223,10:59:56,it011,4,0,223,r000018,Morning,2023-01-18
974,ORD_00403,223,10:59:56,it019,1,0,223,r000018,Morning,2023-01-18
975,ORD_00404,223,12:06:20,it036,1,1,223,r000018,Morning,2023-01-18
976,ORD_00404,223,12:06:20,it031,3,1,223,r000018,Morning,2023-01-18
977,ORD_00405,223,20:09:18,it016,8,1,223,r000018,Evening,2023-01-18
978,ORD_00405,223,20:09:18,it032,2,1,223,r000018,Evening,2023-01-18
979,ORD_00406,223,12:50:17,it013,3,0,223,r000018,Morning,2023-01-18
980,ORD_00406,223,12:50:17,it036,10,0,223,r000018,Morning,2023-01-18
981,ORD_00406,223,12:50:17,it015,3,0,223,r000018,Morning,2023-01-18
982,ORD_00407,223,11:12:50,it020,1,1,223,r000018,Morning,2023-01-18
983,ORD_00407,223,11:12:50,it026,1,1,223,r000018,Morning,2023-01-18
984,ORD_00407,223,11:12:50,it011,4,1,223,r000018,Morning,2023-01-18
985,ORD_00407,223,11:12:50,it026,3,1,223,r000018,Morning,2023-01-18
986,ORD_00409,223,12:36:20,it025,7,0,223,r000018,Morning,2023-01-18
987,ORD_00409,223,12:36:20,it007,2,0,223,r000018,Morning,2023-01-18
988,ORD_00409,223,12:36:20,it003,4,0,223,r000018,Morning,2023-01-18
989,ORD_00409,223,12:36:20,it007,3,0,223,r000018,Morning,2023-01-18
990,ORD_00409,223,12:36:20,it017,4,0,223,r000018,Morning,2023-01-18
991,ORD_00409,223,12:36:20,it020,2,0,223,r000018,Morning,2023-01-18
992,ORD_00409,223,12:36:20,it021,2,0,223,r000018,Morning,2023-01-18
993,ORD_00410,223,11:05:07,it016,5,0,223,r000018,Morning,2023-01-18
994,ORD_00411,82,20:06:09,it005,9,1,82,r000018,Evening,2023-01-18
995,ORD_00411,82,20:06:09,it007,2,1,82,r000018,Evening,2023-01-18
996,ORD_00411,82,20:06:09,it016,6,1,82,r000018,Evening,2023-01-18
997,ORD_00411,82,20:06:09,it006,2,1,82,r000018,Evening,2023-01-18
998,ORD_00412,82,22:51:53,it014,4,1,82,r000018,Evening,2023-01-18
999,ORD_00412,82,22:51:53,it017,6,1,82,r000018,Evening,2023-01-18
1000,ORD_00412,82,22:51:53,it031,6,1,82,r000018,Evening,2023-01-18
1001,ORD_00412,82,22:51:53,it016,6,1,82,r000018,Evening,2023-01-18
1002,ORD_00412,82,22:51:53,it033,5,1,82,r000018,Evening,2023-01-18
1003,ORD_00412,82,22:51:53,it026,6,1,82,r000018,Evening,2023-01-18
1004,ORD_00412,82,22:51:53,it011,7,1,82,r000018,Evening,2023-01-18
1005,ORD_00412,82,22:51:53,it014,2,1,82,r000018,Evening,2023-01-18
1006,ORD_00413,82,22:11:40,it033,6,0,82,r000018,Evening,2023-01-18
1007,ORD_00413,82,22:11:40,it015,5,0,82,r000018,Evening,2023-01-18
1008,ORD_00414,82,19:47:15,it013,6,1,82,r000018,Evening,2023-01-18
1009,ORD_00415,70,10:33:26,it028,6,1,70,r000018,Morning,2023-01-18
1010,ORD_00415,70,10:33:26,it030,2,1,70,r000018,Morning,2023-01-18
1011,ORD_00416,70,11:48:16,it001,1,0,70,r000018,Morning,2023-01-18
1012,ORD_00416,70,11:48:16,it031,3,0,70,r000018,Morning,2023-01-18
1013,ORD_00417,70,13:11:26,it030,9,1,70,r000018,Morning,2023-01-18
1014,ORD_00418,35,18:56:47,it002,10,1,35,r000018,Evening,2023-01-18
1015,ORD_00418,35,18:56:47,it005,5,1,35,r000018,Evening,2023-01-18
1016,ORD_00418,35,18:56:47,it007,2,1,35,r000018,Evening,2023-01-18
1017,ORD_00420,35,11:49:19,it004,1,0,35,r000018,Morning,2023-01-18
1018,ORD_00420,35,11:49:19,it037,9,0,35,r000018,Morning,2023-01-18
1019,ORD_00420,35,11:49:19,it028,1,0,35,r000018,Morning,2023-01-18
1020,ORD_00420,35,11:49:19,it013,1,0,35,r000018,Morning,2023-01-18
1021,ORD_00420,35,11:49:19,it009,5,0,35,r000018,Morning,2023-01-18
1022,ORD_00421,35,11:40:38,it002,2,1,35,r000018,Morning,2023-01-18
1023,ORD_00421,35,11:40:38,it023,9,1,35,r000018,Morning,2023-01-18
1024,ORD_00422,35,11:58:19,it006,5,1,35,r000018,Morning,2023-01-18
1025,ORD_00423,155,20:38:21,it027,10,0,155,r000018,Evening,2023-01-18
1026,ORD_00423,155,20:38:21,it003,9,0,155,r000018,Evening,2023-01-18
1027,ORD_00423,155,20:38:21,it003,10,0,155,r000018,Evening,2023-01-18
1028,ORD_00423,155,20:38:21,it010,5,0,155,r000018,Evening,2023-01-18
1029,ORD_00423,155,20:38:21,it018,1,0,155,r000018,Evening,2023-01-18
1030,ORD_00423,155,20:38:21,it011,5,0,155,r000018,Evening,2023-01-18
1031,ORD_00424,155,21:11:47,it021,2,1,155,r000018,Evening,2023-01-18
1032,ORD_00424,155,21:11:47,it029,7,1,155,r000018,Evening,2023-01-18
1033,ORD_00424,155,21:11:47,it002,3,1,155,r000018,Evening,2023-01-18
1034,ORD_00425,155,19:49:28,it033,5,1,155,r000018,Evening,2023-01-18
1035,ORD_00425,155,19:49:28,it015,2,1,155,r000018,Evening,2023-01-18
1036,ORD_00426,155,20:48:30,it026,9,0,155,r000018,Evening,2023-01-18
1037,ORD_00426,155,20:48:30,it010,4,0,155,r000018,Evening,2023-01-18
1038,ORD_00427,155,13:48:31,it004,8,1,155,r000019,Morning,2023-01-19
1039,ORD_00428,7,10:44:31,it024,9,1,7,r000019,Morning,2023-01-19
1040,ORD_00428,7,10:44:31,it022,2,1,7,r000019,Morning,2023-01-19
1041,ORD_00428,7,10:44:31,it010,1,1,7,r000019,Morning,2023-01-19
1042,ORD_00429,7,12:19:35,it020,10,0,7,r000019,Morning,2023-01-19
1043,ORD_00429,7,12:19:35,it008,7,0,7,r000019,Morning,2023-01-19
1044,ORD_00429,7,12:19:35,it019,2,0,7,r000019,Morning,2023-01-19
1045,ORD_00429,7,12:19:35,it001,6,0,7,r000019,Morning,2023-01-19
1046,ORD_00429,7,12:19:35,it021,3,0,7,r000019,Morning,2023-01-19
1047,ORD_00429,7,12:19:35,it027,7,0,7,r000019,Morning,2023-01-19
1048,ORD_00430,7,10:50:51,it009,10,0,7,r000019,Morning,2023-01-19
1049,ORD_00430,7,10:50:51,it027,9,0,7,r000019,Morning,2023-01-19
1050,ORD_00431,7,12:18:22,it013,3,1,7,r000019,Morning,2023-01-19
1051,ORD_00432,62,13:48:32,it007,2,1,62,r000019,Morning,2023-01-19
1052,ORD_00432,62,13:48:32,it020,6,1,62,r000019,Morning,2023-01-19
1053,ORD_00434,62,12:34:01,it030,7,1,62,r000019,Morning,2023-01-19
1054,ORD_00434,62,12:34:01,it025,4,1,62,r000019,Morning,2023-01-19
1055,ORD_00434,62,12:34:01,it035,7,1,62,r000019,Morning,2023-01-19
1056,ORD_00435,62,20:17:24,it012,4,1,62,r000019,Evening,2023-01-19
1057,ORD_00435,62,20:17:24,it030,8,1,62,r000019,Evening,2023-01-19
1058,ORD_00435,62,20:17:24,it003,8,1,62,r000019,Evening,2023-01-19
1059,ORD_00435,62,20:17:24,it004,5,1,62,r000019,Evening,2023-01-19
1060,ORD_00436,62,18:40:15,it017,3,0,62,r000019,Evening,2023-01-19
1061,ORD_00436,62,18:40:15,it032,6,0,62,r000019,Evening,2023-01-19
1062,ORD_00437,62,19:22:10,it019,6,1,62,r000019,Evening,2023-01-19
1063,ORD_00438,94,13:08:43,it010,9,1,94,r000019,Morning,2023-01-19
1064,ORD_00438,94,13:08:43,it015,6,1,94,r000019,Morning,2023-01-19
1065,ORD_00438,94,13:08:43,it003,5,1,94,r000019,Morning,2023-01-19
1066,ORD_00438,94,13:08:43,it015,5,1,94,r000019,Morning,2023-01-19
1067,ORD_00439,94,13:03:33,it017,6,0,94,r000019,Morning,2023-01-19
1068,ORD_00440,87,19:19:05,it005,5,0,87,r000019,Evening,2023-01-19
1069,ORD_00440,87,19:19:05,it004,8,0,87,r000019,Evening,2023-01-19
1070,ORD_00440,87,19:19:05,it016,6,0,87,r000019,Evening,2023-01-19
1071,ORD_00441,87,13:15:14,it007,9,1,87,r000019,Morning,2023-01-19
1072,ORD_00441,87,13:15:14,it019,3,1,87,r000019,Morning,2023-01-19
1073,ORD_00443,87,19:54:55,it024,8,0,87,r000019,Evening,2023-01-19
1074,ORD_00444,263,13:33:42,it037,9,1,263,r000019,Morning,2023-01-19
1075,ORD_00446,111,10:48:03,it034,3,0,111,r000019,Morning,2023-01-19
1076,ORD_00446,111,10:48:03,it010,6,0,111,r000019,Morning,2023-01-19
1077,ORD_00447,111,10:36:46,it037,5,1,111,r000019,Morning,2023-01-19
1078,ORD_00447,111,10:36:46,it013,7,1,111,r000019,Morning,2023-01-19
1079,ORD_00447,111,10:36:46,it003,5,1,111,r000019,Morning,2023-01-19
1080,ORD_00448,111,13:44:28,it019,3,1,111,r000019,Morning,2023-01-19
1081,ORD_00448,111,13:44:28,it009,6,1,111,r000019,Morning,2023-01-19
1082,ORD_00448,111,13:44:28,it032,1,1,111,r000019,Morning,2023-01-19
1083,ORD_00448,111,13:44:28,it016,3,1,111,r000019,Morning,2023-01-19
1084,ORD_00450,111,13:10:27,it007,3,0,111,r000019,Morning,2023-01-19
